asset_name;tahun_bulan;open;high;low;close;volume
Ethereum;2021-04;1919.1572;2797.9724;231.8675;277.3207;995334204881.0
Ethereum;2021-05;2772.8384;4362.3506;141.1;2714.9453;1510329786014.0
Ethereum;2021-06;2707.5605;2891.2549;188.7432;2274.5476;813523116983.0
Ethereum;2021-07;2274.3975;2551.1611;1722.0508;105.68;591738936958.0
Ethereum;2021-08;2530.4629;3466.9922;290.0926;3433.7327;703006251884.0
Ethereum;2021-09;3430.7625;4022.4692;139.86;300.1679;653984909752.0
Ethereum;2021-10;3001.1294;4455.7354;380.5886;4288.0742;574798465423.0
Ethereum;2021-11;4288.2173;4891.7046;410.7126;463.1479;573546775953.0
Ethereum;2021-12;4623.6797;4780.7324;157.06;3682.6328;621042023890.0
Ethereum;2022-01;3683.0471;3876.7852;249.6813;2688.2788;491108556504.0
Ethereum;2022-02;2687.8989;3271.3162;257.9208;2919.2012;416163449938.0
Ethereum;2022-03;2919.7759;3470.1863;255.9127;3281.6428;436852450559.0
Ethereum;2022-04;3282.5762;3573.9602;342.2001;2730.1868;493826441956.0
Ethereum;2022-05;2729.9941;2956.6868;172.4636;194.2328;636271175493.0
Ethereum;2022-06;1942.0507;1965.1666;89.6109;1067.2988;562032668964.0
Ethereum;2022-07;1068.3168;1774.5764;119.5606;1681.5173;534457515643.0
Ethereum;2022-08;1681.4456;2022.7915;145.4283;1553.6849;554162785316.0
Ethereum;2022-09;1553.7563;1784.4978;171.0297;1327.9786;496652295826.0
Ethereum;2022-10;1328.1937;1652.3822;56.24;1572.7145;382071643030.0
Ethereum;2022-11;1572.6454;1661.3347;120.8521;1295.6886;421797905717.0
Ethereum;2022-12;1295.7695;1346.1744;122.4448;1196.7712;161130639970.0
Ethereum;2023-01;1196.7136;1674.1793;63.11;1586.5354;224952954314.0
Ethereum;2023-02;1586.4882;1732.8011;150.1462;1605.8951;223749343195.0
Ethereum;2023-03;1606.0404;1853.8881;67.59;1822.0221;302468060876.0
Ethereum;2023-04;1821.7043;2137.4451;207.6832;1876.9243;277179762298.0
Ethereum;2023-05;1868.8911;2017.5594;178.6672;1874.1305;202326166173.0
Ethereum;2023-06;1873.9147;1945.2743;183.0165;193.3189;206194132396.0
Ethereum;2023-07;1933.3239;2011.8853;185.1728;1856.1624;177596680398.0
Ethereum;2023-08;1856.1902;1877.5115;159.6384;1645.6392;168678383229.0
Ethereum;2023-09;1645.5813;1692.5311;158.8329;1671.1619;134781867370.0
Ethereum;2023-10;1671.1615;1865.0952;155.3007;181.6459;192662877051.0
Ethereum;2023-11;1815.8721;2134.6914;187.1973;2052.5562;315824566888.0
Ethereum;2023-12;2052.0967;2445.0176;204.6557;2281.4712;351655489427.0
Ethereum;2024-01;2282.8704;2710.4219;221.9782;2282.5444;365409742553.0
Ethereum;2024-02;2282.1753;3518.9692;247.3812;3341.9197;435402067623.0
Ethereum;2024-03;3341.9658;4092.2842;3059.6548;3647.8564;670105166249.0
Ethereum;2024-04;3647.8196;3727.6165;129.83;3012.2869;480678795896.0
Ethereum;2024-05;3011.0156;3973.5564;2815.9233;3760.0266;494712697510.0
Ethereum;2024-06;3759.8843;3887.4858;145.24;3432.8892;401807474721.0
Ethereum;2024-07;3432.6074;3560.0754;305.4522;3231.2957;496826192549.0
Ethereum;2024-08;3231.2488;3241.7773;240.1175;2513.3938;535770895767.0
Ethereum;2024-09;2513.4243;2728.0676;226.3793;2603.0627;438144022015.0
Ethereum;2024-10;2603.2642;2765.5496;244.3553;2515.7993;500885085548.0
Ethereum;2024-11;2515.8704;3739.9348;242.1813;3705.7053;1029930619790.0
Ethereum;2024-12;3706.6199;4106.9556;382.6762;3332.5317;1118659048135.0
Ethereum;2025-01;3332.4065;3743.9417;312.7623;3298.2651;816020167432.0
Ethereum;2025-02;3298.8223;3329.6553;270.1105;2237.9053;759605849746.0
Ethereum;2025-03;2237.9421;2548.8118;183.2019;75.99;524493831617.0
Ethereum;2025-04;1823.5624;1951.1803;150.5002;1793.7754;512390406805.0
Ethereum;2025-05;179.4041;2784.7524;235.3427;2529.0874;736439227936.0
Ethereum;2025-06;2529.0967;2877.6294;114.45;2486.4644;597782871981.0
Ethereum;2025-07;2486.4285;3940.6521;259.1947;3696.7078;968856663867.0
Ethereum;2025-08;3696.1443;4953.7329;335.7939;439.0019;1359826730128.0
Ethereum;2025-09;438.9626;4763.3613;189.85;4145.9575;1053486666675.0
Ethereum;2025-10;4146.0337;4755.2202;412.5542;3847.0803;1395430918350.0
Ethereum;2025-11;3847.1714;3914.8755;287.1228;2992.1125;998301001042.0
Ethereum;2025-12;2991.9231;3446.6228;279.1334;2967.0376;664461022738.0
Ethereum;2026-01;2966.9973;3397.8977;275.1645;2445.0918;733198675812.0
Ethereum;2026-02;2445.0693;2472.6462;190.6822;1965.0505;787325391798.0
Ethereum;2026-03;1965.3903;2384.4666;82.59;2104.7083;635968281816.0
Ethereum;2026-04;2104.7175;2464.7834;204.2176;2315.6902;425681394706.0
Litecoin;2021-01;124.6728;185.7803;12.6253;129.5708;284508868799.0
Litecoin;2021-02;129.5746;245.9575;16.9789;164.9272;257492279860.0
Litecoin;2021-03;164.9831;227.8301;18.3475;197.4991;132914357105.0
Litecoin;2021-04;197.5244;335.0245;19.5534;271.1671;198962657663.0
Litecoin;2021-05;271.1427;412.9601;15.7612;188.0337;220555193127.0
Litecoin;2021-06;188.1176;197.6843;15.4389;144.1358;72749710958.0
Litecoin;2021-07;144.1366;147.8361;13.2155;144.9332;45265293423.0
Litecoin;2021-08;144.5099;191.3827;17.2782;171.6592;63981066542.0
Litecoin;2021-09;171.4652;233.0569;7.34;15.3148;100051559818.0
Litecoin;2021-10;153.2937;214.0216;16.2345;191.8164;85277846545.0
Litecoin;2021-11;19.2045;294.5629;18.4106;208.0145;83532806891.0
Litecoin;2021-12;207.6366;217.5063;14.1773;146.5147;42339536037.0
Litecoin;2022-01;146.5369;153.1429;9.9761;109.5877;31483802715.0
Litecoin;2022-02;109.5894;143.2329;10.6418;113.4746;25533469158.0
Litecoin;2022-03;113.4761;133.9068;9.7237;12.3716;24976367565.0
Litecoin;2022-04;123.7317;129.3058;12.2112;9.6166;21322391305.0
Litecoin;2022-05;96.1679;106.8041;6.5178;68.4114;24875997752.0
Litecoin;2022-06;6.8417;70.0764;2.37;53.6484;20115554597.0
Litecoin;2022-07;5.3699;64.3051;4.6663;59.9095;15603024637.0
Litecoin;2022-08;59.9156;65.6277;5.6889;53.8567;14232466575.0
Litecoin;2022-09;53.8584;67.0664;5.1177;5.3397;16387540758.0
Litecoin;2022-10;5.3403;57.4551;2.16;55.0844;11701958250.0
Litecoin;2022-11;55.0856;81.5634;4.9332;79.2977;31829228232.0
Litecoin;2022-12;79.2911;83.8239;6.6107;69.9962;14389524551.0
Litecoin;2023-01;70.0028;97.4609;3.16;94.3081;19437163954.0
Litecoin;2023-02;94.2974;104.4802;9.1604;93.7928;16639350531.0
Litecoin;2023-03;93.7954;98.1163;9.0983;89.6841;20095488402.0
Litecoin;2023-04;89.6864;103.0496;8.5433;88.5336;16603780604.0
Litecoin;2023-05;88.5123;94.8734;7.8178;9.0539;15901706962.0
Litecoin;2023-06;90.5375;110.7953;7.4238;108.1653;18937123101.0
Litecoin;2023-07;108.2017;114.4971;8.8219;92.2431;21372149464.0
Litecoin;2023-08;92.2443;93.8204;6.3279;63.9514;12939544498.0
Litecoin;2023-09;63.9461;68.2629;2.59;66.0696;7591830884.0
Litecoin;2023-10;66.0688;70.4289;2.57;68.9496;7703030116.0
Litecoin;2023-11;68.9495;76.6382;6.8408;69.4456;9685209742.0
Litecoin;2023-12;69.4423;79.4323;6.9885;72.7984;11954410046.0
Litecoin;2024-01;72.9133;76.8476;2.87;6.6753;11893765716.0
Litecoin;2024-02;66.7506;84.8126;6.6714;79.9409;10017709588.0
Litecoin;2024-03;79.9173;110.0059;7.7298;105.1834;24821578174.0
Litecoin;2024-04;105.1834;112.3159;7.6526;79.4953;19249964916.0
Litecoin;2024-05;79.4953;88.9949;7.9071;83.2385;11003365018.0
Litecoin;2024-06;83.2385;85.7346;3.2;3.14;10073422703.0
Litecoin;2024-07;75.2705;76.6162;2.69;70.1904;9585013709.0
Litecoin;2024-08;70.1911;71.3833;50.4294;65.0588;9545374739.0
Litecoin;2024-09;65.0589;71.4619;6.2696;66.8204;8296813793.0
Litecoin;2024-10;66.8203;75.8785;2.67;69.2046;9251022409.0
Litecoin;2024-11;69.2041;105.6918;6.4642;102.6678;28204822034.0
Litecoin;2024-12;102.6669;146.6095;4.47;103.0685;40575053043.0
Litecoin;2025-01;103.0686;140.6168;9.3147;128.0129;28582372839.0
Litecoin;2025-02;128.0139;139.8591;9.9826;12.7962;37187729541.0
Litecoin;2025-03;127.9633;130.2674;81.0152;83.0335;21080712974.0
Litecoin;2025-04;83.0338;88.0731;7.3766;83.5135;13291451170.0
Litecoin;2025-05;83.5152;106.1492;9.3061;87.1279;17875436117.0
Litecoin;2025-06;87.1277;94.0059;3.39;85.9835;10812182278.0
Litecoin;2025-07;85.9835;121.8984;3.82;106.2236;23868769816.0
Litecoin;2025-08;106.2225;133.9189;11.3568;108.9085;27082896434.0
Litecoin;2025-09;108.9075;120.7934;11.1603;106.8981;16871166112.0
Litecoin;2025-10;106.8982;135.5629;6.6264;95.4943;31016567889.0
Litecoin;2025-11;95.4939;113.2382;80.0981;82.5557;24872596797.0
Litecoin;2025-12;82.5546;87.4035;3.39;76.7773;12152571400.0
Litecoin;2026-01;7.6778;84.3883;56.9063;59.4332;14995007586.0
Litecoin;2026-02;59.4329;61.1273;5.1574;54.3877;11130687220.0
Litecoin;2026-03;54.3877;58.9234;2.28;53.9179;9657032126.0
Litecoin;2026-04;53.9183;57.3389;5.4052;56.5195;5882285079.0
Ripple;2021-01;1.53;3.47;0.19;3.42;212564086908.0
Ripple;2021-02;3.42;5.17;0.03;0.29;293948049804.0
Ripple;2021-03;2.88;4.18;0.3;3.99;134191839512.0
Ripple;2021-04;0.4;6.51;0.1423;1.5917;481624604752.0
Ripple;2021-05;1.5984;6.93;0.06;1.0466;307291184156.0
Ripple;2021-06;1.0421;6.93;0.0006;4.91;98957227517.0
Ripple;2021-07;4.89;5.33;0.0004;5.19;73024306974.0
Ripple;2021-08;5.18;5.98;0.1071;1.1876;166787599549.0
Ripple;2021-09;1.1869;6.88;0.1241;6.62;134595426158.0
Ripple;2021-10;6.62;1.2277;0.05;1.1132;116605183396.0
Ripple;2021-11;1.1132;6.73;0.1127;6.94;113672805966.0
Ripple;2021-12;6.93;6.92;0.63;5.77;88361223524.0
Ripple;2022-01;5.77;5.97;0.0005;4.3;53056251459.0
Ripple;2022-02;0.43;6.33;0.05;0.54;80917472475.0
Ripple;2022-03;5.43;6.31;0.05;5.66;69971122276.0
Ripple;2022-04;5.66;5.9;0.05;4.08;53410197103.0
Ripple;2022-05;4.08;4.5;0.24;2.93;60039548990.0
Ripple;2022-06;2.93;2.95;0.24;2.3;39627643330.0
Ripple;2022-07;2.3;2.83;2.11;2.64;39650213774.0
Ripple;2022-08;2.64;2.72;0.23;2.28;34012247773.0
Ripple;2022-09;2.28;3.84;0.02;3.33;65966128848.0
Ripple;2022-10;3.33;3.76;0.03;3.24;51181808836.0
Ripple;2022-11;3.23;3.52;0.23;2.84;45868433960.0
Ripple;2022-12;2.84;2.76;0.24;2.36;21716710638.0
Ripple;2023-01;2.36;2.99;0.24;2.82;31217545739.0
Ripple;2023-02;2.82;2.91;0.26;2.62;25468965964.0
Ripple;2023-03;2.62;4.03;0.25;3.74;51507438643.0
Ripple;2023-04;3.74;3.78;0.31;3.28;34696733117.0
Ripple;2023-05;3.28;3.66;0.29;3.59;28713096386.0
Ripple;2023-06;3.59;3.9;0.35;0.33;35567120709.0
Ripple;2023-07;0.33;6.16;0.0005;4.85;62924300591.0
Ripple;2023-08;4.85;4.91;0.04;3.55;36964136590.0
Ripple;2023-09;3.55;3.79;0.34;3.58;24059040291.0
Ripple;2023-10;3.58;4.25;0.04;4.17;30841443181.0
Ripple;2023-11;4.17;5.14;0.04;4.21;48123386486.0
Ripple;2023-12;4.21;4.85;0.04;4.27;42932459638.0
Ripple;2024-01;4.28;4.43;0.35;3.49;38140686597.0
Ripple;2024-02;3.49;4.34;0.35;4.07;35390494102.0
Ripple;2024-03;4.07;5.15;0.0004;4.37;78055400876.0
Ripple;2024-04;4.37;4.45;0.33;3.47;51366166806.0
Ripple;2024-05;3.47;3.95;0.36;3.6;33692882513.0
Ripple;2024-06;3.6;3.69;0.03;3.3;31415782516.0
Ripple;2024-07;3.3;4.57;0.0003;4.33;52964472218.0
Ripple;2024-08;4.33;4.46;0.39;3.93;46339369641.0
Ripple;2024-09;3.93;4.6;0.04;4.25;33812260098.0
Ripple;2024-10;4.25;4.4;0.37;3.54;34606781409.0
Ripple;2024-11;3.54;6.42;0.35;1.9441;240464639434.0
Ripple;2024-12;1.9441;2.8649;0.2072;2.0801;460831398702.0
Ripple;2025-01;2.0801;3.3881;0.2473;3.0354;287233890443.0
Ripple;2025-02;3.0354;3.0685;0.2149;2.1456;212973110334.0
Ripple;2025-03;2.1456;2.9667;0.2091;2.0899;175693988338.0
Ripple;2025-04;2.0899;2.3522;0.11;2.1916;127539218649.0
Ripple;2025-05;2.1916;2.6457;0.2181;2.1751;109806548032.0
Ripple;2025-06;2.1751;2.3357;0.2121;2.2387;84726233210.0
Ripple;2025-07;2.2387;3.6502;0.2258;3.0252;238184903219.0
Ripple;2025-08;3.0251;3.3758;0.2781;2.7766;212630694755.0
Ripple;2025-09;2.7767;3.1835;0.2704;2.8469;166448666002.0
Ripple;2025-10;2.8469;3.0993;0.2321;2.5087;191622165285.0
Ripple;2025-11;2.5087;2.5772;0.12;0.2161;150968841251.0
Ripple;2025-12;2.1606;2.2173;0.1988;0.1;85552406672.0
Ripple;2026-01;0.1;2.4103;0.1713;1.6455;104058307248.0
Ripple;2026-02;1.6455;1.6733;0.1345;1.3772;109335999108.0
Ripple;2026-03;1.3772;1.6017;0.1321;1.3403;76321580988.0
Ripple;2026-04;1.3403;1.5074;0.1281;1.4337;57590596569.0
Solana;2021-01;1.5098;4.1479;0.13;4.2641;1997602187.0
Solana;2021-02;4.2613;18.1466;0.49;13.0892;4848510932.0
Solana;2021-03;13.1084;20.8695;1.3767;19.4652;4765318582.0
Solana;2021-04;19.4157;48.4343;2.2213;4.2956;19636381495.0
Solana;2021-05;42.8933;58.3029;3.9763;32.8162;31090298933.0
Solana;2021-06;32.7709;44.1006;3.4783;35.5564;21093645183.0
Solana;2021-07;35.5057;38.0117;2.6361;36.8273;11907534842.0
Solana;2021-08;36.6791;130.0146;1.82;108.4838;55557743675.0
Solana;2021-09;107.4445;214.9572;5.63;14.1069;158253964986.0
Solana;2021-10;141.3829;218.7319;6.92;20.2421;95049599341.0
Solana;2021-11;202.6292;260.0621;9.81;20.8671;88928013588.0
Solana;2021-12;208.3932;243.1117;15.0118;170.2991;77988400810.0
Solana;2022-01;170.3108;179.4324;5.64;99.7388;64340292338.0
Solana;2022-02;99.7259;119.9696;76.8596;99.5203;66218090005.0
Solana;2022-03;99.5405;128.9301;8.4637;122.6615;70610214701.0
Solana;2022-04;122.7361;140.2637;12.6564;85.0959;54892178111.0
Solana;2022-05;85.0947;95.0328;4.0269;45.7678;59438120663.0
Solana;2022-06;45.7651;45.9467;2.7463;33.5884;47456191626.0
Solana;2022-07;33.6457;47.0994;3.6712;42.4002;43641808083.0
Solana;2022-08;42.4016;48.1843;3.0953;3.1473;34702219748.0
Solana;2022-09;31.4751;38.8704;3.0489;33.2124;27370651252.0
Solana;2022-10;33.2157;34.4573;2.7858;3.2611;24020285901.0
Solana;2022-11;32.6076;38.5496;1.3411;14.1154;38530392927.0
Solana;2022-12;14.1335;14.8877;1.2829;0.9961;8098818749.0
Solana;2023-01;0.9961;26.6528;0.9721;23.9525;32189311426.0
Solana;2023-02;23.9485;26.9256;2.4119;21.9164;18758524522.0
Solana;2023-03;21.9121;23.8312;2.0233;21.1705;17774918267.0
Solana;2023-04;21.1714;25.9383;2.0574;2.2832;14256987511.0
Solana;2023-05;22.8285;23.2223;0.93;20.8245;9078738922.0
Solana;2023-06;20.8249;22.2846;1.4196;18.8973;11396306573.0
Solana;2023-07;18.8961;30.0577;1.8582;2.3721;19472024682.0
Solana;2023-08;23.7249;25.2411;2.1316;19.7351;10668041414.0
Solana;2023-09;19.7348;20.5474;1.9308;21.3951;7329155898.0
Solana;2023-10;21.3921;38.5464;2.1069;38.5195;20346249922.0
Solana;2023-11;38.5131;67.9921;5.6309;59.2416;65686484154.0
Solana;2023-12;59.2382;125.1939;6.1873;101.5058;96652075134.0
Solana;2024-01;101.5128;116.8825;10.6389;97.0287;85663698999.0
Solana;2024-02;97.0248;134.4657;10.0412;125.7115;65774857231.0
Solana;2024-03;125.6367;209.6961;13.7633;202.8741;180057639872.0
Solana;2024-04;202.8744;204.1798;7.33;126.9627;119806741353.0
Solana;2024-05;126.9625;188.4938;16.3684;165.6377;92091937719.0
Solana;2024-06;165.6377;175.4753;13.5245;146.4925;62485827625.0
Solana;2024-07;146.4813;193.7323;13.8856;171.8262;83075648942.0
Solana;2024-08;171.8257;172.6898;14.3152;135.3743;100993272262.0
Solana;2024-09;135.3743;161.6231;12.3613;152.6185;61746399244.0
Solana;2024-10;152.6185;183.0394;14.9701;7.03;80693058892.0
Solana;2024-11;168.4302;263.8315;16.2387;237.7437;189637241339.0
Solana;2024-12;237.7438;246.4187;18.8341;189.2645;159276925291.0
Solana;2025-01;189.2669;269.8058;17.0629;231.6379;217282875112.0
Solana;2025-02;231.6406;233.8638;19.4354;6.17;134531484487.0
Solana;2025-03;148.0302;178.6346;5.54;124.6941;118568071833.0
Solana;2025-04;124.6953;156.0452;12.3949;147.6432;119767641303.0
Solana;2025-05;14.7645;187.2798;14.7613;156.6389;124776649675.0
Solana;2025-06;156.6379;168.0181;14.2558;154.7353;110243772447.0
Solana;2025-07;15.4735;205.8715;14.5452;172.4243;187945151691.0
Solana;2025-08;172.4171;217.8367;16.1437;200.8635;236505706313.0
Solana;2025-09;200.8619;253.2099;8.39;208.7431;234902214629.0
Solana;2025-10;208.7422;237.3225;18.2024;187.2095;255668703701.0
Solana;2025-11;187.2093;188.7412;122.2721;133.5648;173150661042.0
Solana;2025-12;133.5648;146.7204;11.9901;124.4845;124854679964.0
Solana;2026-01;124.4847;147.3053;99.9805;105.4417;138323015559.0
Solana;2026-02;105.4404;105.6913;7.6669;84.3662;129547813255.0
Solana;2026-03;84.3663;97.4177;7.9575;83.1065;123589372864.0
Solana;2026-04;83.1092;90.6697;7.8431;86.2319;121906519617.0
